Linux 5.4.0-216-generic (user2024128055) 	04/14/2026 	_aarch64_	(1 CPU)

03:01:18 AM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
03:01:19 AM     loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:19 AM     loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:19 AM     loop2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:19 AM     loop3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:19 AM     loop4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:19 AM       sr0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:19 AM       sda      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:19 AM ubuntu--vg-ubuntu--lv      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

03:01:19 AM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
03:01:20 AM     loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:20 AM     loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:20 AM     loop2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:20 AM     loop3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:20 AM     loop4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:20 AM       sr0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:20 AM       sda      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:20 AM ubuntu--vg-ubuntu--lv      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

03:01:20 AM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
03:01:21 AM     loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:21 AM     loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:21 AM     loop2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:21 AM     loop3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:21 AM     loop4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:21 AM       sr0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:21 AM       sda     30.00      0.00    156.00      0.00      5.20      0.00      0.47      0.80
03:01:21 AM ubuntu--vg-ubuntu--lv     30.00      0.00    156.00      0.00      5.20      0.02      0.80      0.80

03:01:21 AM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
03:01:22 AM     loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:22 AM     loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:22 AM     loop2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:22 AM     loop3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:22 AM     loop4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:22 AM       sr0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:22 AM       sda      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:22 AM ubuntu--vg-ubuntu--lv      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

03:01:22 AM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
03:01:23 AM     loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:23 AM     loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:23 AM     loop2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:23 AM     loop3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:23 AM     loop4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:23 AM       sr0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:23 AM       sda      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:23 AM ubuntu--vg-ubuntu--lv      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

03:01:23 AM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
03:01:24 AM     loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:24 AM     loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:24 AM     loop2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:24 AM     loop3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:24 AM     loop4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:24 AM       sr0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:01:24 AM       sda      3.00      0.00     44.00      0.00     14.67      0.00      2.00      1.20
03:01:24 AM ubuntu--vg-ubuntu--lv     12.00      0.00     48.00      0.00      4.00      0.01      0.67      1.20



Average:          DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
Average:        loop0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
Average:        loop1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
Average:        loop2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
Average:        loop3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
Average:        loop4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
Average:          sr0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
Average:          sda      5.49      0.00     33.28      0.00      6.06      0.00      0.61      0.33
Average:    ubuntu--vg-ubuntu--lv      6.99      0.00     33.94      0.00      4.86      0.01      0.76      0.33
